Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled,Dep_Hour,Dep_Minute
6005206,Airline A,313,Airport 3,Airport 2,6,6,5,Type C,0.524798,40.0,4.326228,0.945982,True,0,6
8135844,Airline B,447,Airport 5,Airport 4,4,7,12,Type B,0.596341,8.0,1.541952,0.324408,False,0,4
1756909,Airline A,441,Airport 5,Airport 4,22,6,6,Type A,0.632341,6.0,4.234179,0.347507,False,0,22
8762027,Airline A,385,Airport 1,Airport 2,10,1,11,Type A,0.845674,29.33333,1.263349,0.979468,True,0,10
4774432,Airline D,443,Airport 1,Airport 3,9,6,6,Type A,0.294931,29.0,3.098894,0.129043,False,0,9
345594,Airline E,410,Airport 1,Airport 3,20,2,10,Type D,0.622608,17.0,1.194125,0.108069,True,0,20
7345916,Airline B,448,Airport 3,Airport 3,22,1,4,Type D,0.188139,3.0,3.533369,0.282708,False,0,22
3997655,Airline E,562,Airport 4,Airport 5,8,4,1,Type E,0.218998,2.0,1.838486,0.591636,False,0,8
1877869,Airline A,562,Airport 1,Airport 2,0,6,5,Type A,0.167309,40.0,1.059701,0.432338,True,0,0
3878162,Airline E,657,Airport 1,Airport 4,19,6,1,Type B,0.747001,12.0,3.184086,0.608554,False,0,19
496886,Airline C,530,Airport 2,Airport 2,0,7,1,Type A,0.506993,58.0,1.39916,0.159751,True,0,0
8945514,Airline C,347,Airport 3,Airport 5,7,6,11,Type D,0.238186,25.0,1.122194,0.261451,True,0,7
1390791,Airline C,467,Airport 1,Airport 2,2,3,5,Type A,0.556238,28.0,1.845815,0.565162,False,0,2
8887506,Airline A,436,Airport 1,Airport 2,1,4,5,Type A,0.45424,72.0,1.945159,0.244293,True,0,1
2659981,Airline A,401,Airport 5,Airport 2,3,6,7,Type A,0.83721,5.0,1.12341,0.422805,True,0,3
4142778,Airline C,607,Airport 1,Airport 2,18,5,2,Type D,0.528148,15.33333,3.936592,0.572648,False,0,18
7203029,Airline D,545,Airport 1,Airport 3,10,5,6,Type A,0.029811,0.666667,3.678026,0.973651,False,0,10
7771429,Airline D,507,Airport 2,Airport 3,4,4,2,Type D,0.985095,13.0,3.395399,0.079887,True,0,4
5707419,Airline A,351,Airport 3,Airport 4,23,6,10,Type A,0.074299,4.0,2.373778,0.460414,True,0,23
2739564,Airline A,491,Airport 1,Airport 2,9,7,5,Type A,0.795958,5.333333,1.86472,0.445805,True,0,9
1490533,Airline A,732,Airport 1,Airport 2,23,2,4,Type A,0.537256,72.0,0.033799,0.927271,True,0,23
3049934,Airline C,416,Airport 1,Airport 4,22,7,11,Type A,0.249318,28.0,1.528036,0.900297,True,0,22
2083478,Airline A,478,Airport 1,Airport 2,7,2,10,Type A,0.776458,58.66667,1.697844,1.02039,True,0,7
5782462,Airline B,638,Airport 4,Airport 3,12,1,5,Type B,0.125897,17.0,5.136477,0.375139,False,0,12
3808194,Airline A,456,Airport 1,Airport 2,4,1,2,Type A,0.958247,24.0,0.006286,0.342737,True,0,4
8815468,Airline B,454,Airport 5,Airport 5,11,7,8,Type D,0.250612,0.0,2.549861,0.449137,False,0,11
8826256,Airline C,477,Airport 3,Airport 2,12,6,8,Type E,0.361454,19.0,4.619182,0.343986,False,0,12
4213224,Airline C,534,Airport 1,Airport 4,21,7,6,Type C,0.632644,16.0,4.317697,0.718851,False,0,21
6954559,Airline E,406,Airport 1,Airport 2,7,1,3,Type D,0.001029,0.0,0.115681,0.213571,True,0,7
9031723,Airline E,592,Airport 4,Airport 4,14,3,4,Type E,0.472749,30.66667,2.847791,0.658684,False,0,14
8719373,Airline B,460,Airport 5,Airport 2,12,2,1,Type A,0.894249,10.0,0.021436,0.926988,True,0,12
2448442,Airline D,520,Airport 1,Airport 4,0,4,9,Type A,0.680416,18.0,3.947875,0.279914,False,0,0
7138589,Airline B,458,Airport 1,Airport 3,21,7,10,Type B,0.3879,23.0,1.544374,0.676891,False,0,21
9631593,Airline E,366,Airport 3,Airport 2,5,6,5,Type C,0.660424,145.0,3.827953,0.143561,True,0,5
1855196,Airline A,280,Airport 1,Airport 2,10,6,8,Type A,1.036569,2.666667,2.361983,0.136557,True,0,10
1770161,Airline A,522,Airport 4,Airport 2,12,5,3,Type E,0.187805,24.0,5.080425,0.115644,False,0,12
8823618,Airline E,318,Airport 4,Airport 3,20,2,4,Type E,0.531808,22.0,4.470556,0.138528,True,0,20
8435299,Airline A,576,Airport 2,Airport 3,19,2,4,Type A,0.234738,2.0,1.220717,0.216165,False,0,19
7733384,Airline D,512,Airport 1,Airport 2,0,2,8,Type E,0.854225,30.0,0.973001,0.56283,True,0,0
8391280,Airline B,702,Airport 3,Airport 5,10,7,12,Type E,0.72105,6.666667,3.128902,0.766986,False,0,10
5205278,Airline B,441,Airport 3,Airport 4,10,1,9,Type B,0.801076,3.0,2.720268,0.126857,True,0,10
982591,Airline A,673,Airport 4,Airport 4,7,3,3,Type C,0.943012,5.0,0.047673,0.870015,True,0,7
9960742,Airline B,470,Airport 3,Airport 4,21,7,7,Type B,0.232309,52.0,1.958637,0.842716,True,0,21
8859664,Airline E,592,Airport 2,Airport 2,2,4,9,Type C,0.048719,2.0,4.733455,0.727388,False,0,2
9109312,Airline A,554,Airport 1,Airport 2,18,1,2,Type A,0.390904,16.0,2.445898,0.479212,False,0,18
4463954,Airline A,316,Airport 2,Airport 4,11,7,4,Type C,0.399139,6.0,1.019534,0.001557,True,0,11
2044957,Airline B,819,Airport 5,Airport 2,5,3,3,Type E,0.62516,5.0,1.909815,0.734765,False,0,5
7202604,Airline A,661,Airport 4,Airport 3,22,2,8,Type E,0.797705,4.0,2.80183,0.878986,True,0,22
2699562,Airline A,539,Airport 3,Airport 4,7,3,4,Type B,0.349803,20.0,4.463921,0.335286,False,0,7
6300500,Airline A,632,Airport 1,Airport 2,4,1,9,Type A,0.573497,7.111111,1.329986,0.807736,False,0,4
8444786,Airline E,527,Airport 3,Airport 4,9,7,1,Type D,0.785467,3.0,4.840999,0.062048,True,0,9
8626710,Airline A,588,Airport 1,Airport 2,21,2,1,Type A,0.325329,42.66667,2.19763,0.798182,True,0,21
7642247,Airline A,515,Airport 1,Airport 2,15,7,4,Type A,0.317132,20.44444,2.58273,0.076847,False,0,15
4535566,Airline D,395,Airport 1,Airport 2,11,1,3,Type D,0.589233,3.333333,3.657461,0.587186,True,0,11
6704132,Airline A,489,Airport 3,Airport 4,16,4,3,Type C,0.436057,12.66667,4.388121,0.597553,False,0,16
6773851,Airline A,447,Airport 5,Airport 2,5,2,10,Type E,0.948897,2.0,4.155019,0.302157,True,0,5
9908338,Airline C,563,Airport 1,Airport 5,8,3,12,Type E,0.357031,26.0,1.469192,0.079123,False,0,8
1149430,Airline A,394,Airport 1,Airport 2,9,1,2,Type A,0.859556,10.66667,0.573841,1.068002,True,0,9
9771819,Airline D,514,Airport 3,Airport 2,19,5,10,Type A,0.583093,2.0,4.321917,0.535577,False,0,19
7382242,Airline B,359,Airport 5,Airport 2,13,3,10,Type C,0.054576,6.0,0.423389,0.579758,True,0,13
4643747,Airline A,577,Airport 1,Airport 2,13,3,2,Type A,0.184386,10.66667,1.221409,0.691899,True,0,13
1648831,Airline B,378,Airport 3,Airport 4,16,2,8,Type E,0.203156,32.66667,4.103289,0.891048,True,0,16
9270724,Airline A,560,Airport 1,Airport 2,15,7,1,Type A,0.243153,4.444444,2.233098,0.067788,False,0,15
9309135,Airline B,511,Airport 3,Airport 2,3,6,8,Type A,0.329371,3.0,0.893914,0.893288,True,0,3
8810259,Airline C,604,Airport 3,Airport 2,1,3,10,Type D,0.578989,21.0,2.438549,0.239677,False,0,1
5475965,Airline C,484,Airport 2,Airport 4,15,1,3,Type B,0.602363,24.0,2.399162,0.07795,False,0,15
9098636,Airline A,581,Airport 1,Airport 2,0,5,2,Type A,0.687768,1.777778,0.809304,0.739424,True,0,0
3855510,Airline C,514,Airport 4,Airport 2,2,4,9,Type C,0.117609,6.666667,4.785906,0.976976,False,0,2
1110195,Airline D,542,Airport 4,Airport 4,22,5,5,Type D,0.600225,9.0,3.265588,0.057242,False,0,22
5389318,Airline E,320,Airport 4,Airport 2,10,1,5,Type A,0.409747,6.0,4.900937,0.426122,True,0,10
6390218,Airline B,435,Airport 2,Airport 3,15,2,6,Type C,0.903053,11.0,0.333831,0.529785,True,0,15
8332597,Airline B,483,Airport 3,Airport 4,17,1,4,Type D,0.911984,1.0,1.971751,0.252119,True,0,17
6800311,Airline C,637,Airport 1,Airport 3,14,6,7,Type A,0.768174,20.66667,4.175688,0.982872,False,0,14
911675,Airline C,534,Airport 5,Airport 2,8,6,7,Type D,0.703107,133.0,2.113428,0.640963,True,0,8
6951618,Airline A,328,Airport 3,Airport 2,11,6,11,Type A,0.114953,30.0,1.30939,0.844351,True,0,11
538342,Airline E,543,Airport 2,Airport 5,17,3,9,Type E,0.084694,13.0,5.189038,0.415778,False,0,17
528587,Airline A,412,Airport 1,Airport 2,4,2,6,Type A,0.940834,29.33333,2.182812,0.3982,True,0,4
6864459,Airline B,420,Airport 3,Airport 3,23,7,1,Type B,0.427016,16.66667,2.732368,0.553158,True,0,23
4755951,Airline A,494,Airport 2,Airport 2,7,6,9,Type E,0.451362,56.0,2.808546,0.435278,True,0,7
9716084,Airline A,527,Airport 4,Airport 4,2,7,12,Type D,0.847793,29.0,0.034315,0.714948,True,0,2
542222,Airline B,422,Airport 4,Airport 2,1,4,10,Type E,0.621431,30.0,4.904973,0.265818,True,0,1
1482906,Airline A,325,Airport 1,Airport 2,18,4,9,Type A,0.279407,6.222222,2.015738,0.50579,True,0,18
1937403,Airline A,482,Airport 1,Airport 2,7,7,5,Type A,0.311013,14.22222,0.091823,1.007024,True,0,7
6836280,Airline A,477,Airport 4,Airport 3,1,1,7,Type D,0.006377,12.0,0.881651,0.756108,True,0,1
344191,Airline E,643,Airport 5,Airport 3,18,6,1,Type B,0.71067,0.0,4.105156,0.16807,False,0,18
9493754,Airline A,504,Airport 1,Airport 2,0,3,4,Type A,0.585612,9.777778,0.217164,0.997723,True,0,0
9660679,Airline A,617,Airport 5,Airport 3,21,4,12,Type C,0.949964,12.66667,4.708929,0.589017,True,0,21
3030838,Airline D,711,Airport 3,Airport 3,12,5,10,Type C,0.714013,18.0,4.999455,0.679287,False,0,12
7547321,Airline B,389,Airport 4,Airport 5,22,2,4,Type B,0.103153,81.0,4.432164,0.294257,True,0,22
3932673,Airline C,647,Airport 1,Airport 4,19,5,5,Type A,0.161541,8.0,3.89452,0.441544,False,0,19
3806885,Airline A,593,Airport 1,Airport 5,16,7,6,Type A,0.501725,2.666667,2.636412,0.806812,False,0,16
7061374,Airline E,278,Airport 5,Airport 2,2,4,4,Type C,0.924874,61.0,0.412148,0.330676,True,0,2
7640213,Airline B,481,Airport 1,Airport 5,8,4,6,Type D,0.247251,85.0,3.652231,0.165062,True,0,8
6195756,Airline D,570,Airport 4,Airport 2,4,1,10,Type B,0.82558,20.0,1.984326,0.378305,True,0,4
9721551,Airline B,533,Airport 5,Airport 4,5,1,7,Type A,0.312272,3.0,3.051143,0.069219,False,0,5
5196671,Airline A,665,Airport 3,Airport 2,3,6,3,Type A,0.269897,19.0,1.666952,0.717856,False,0,3
2101838,Airline D,559,Airport 1,Airport 2,16,7,9,Type E,0.901393,3.0,1.21078,0.147746,True,0,16
1904945,Airline C,357,Airport 2,Airport 4,20,2,8,Type C,0.047242,64.0,1.621485,0.285126,True,0,20
2440634,Airline A,579,Airport 1,Airport 2,20,6,1,Type A,0.760741,32.0,2.03457,0.991216,False,0,20
9115211,Airline A,385,Airport 3,Airport 5,20,1,2,Type B,0.043168,8.0,2.132458,0.540498,True,0,20
7986402,Airline E,444,Airport 5,Airport 2,15,3,2,Type A,0.800764,65.0,1.55854,0.321338,True,0,15
9117287,Airline D,609,Airport 3,Airport 2,15,2,10,Type E,0.829404,30.0,2.164852,0.547667,True,0,15
909617,Airline B,598,Airport 2,Airport 3,21,3,9,Type C,0.893357,91.0,0.161437,0.218278,True,0,21
8685576,Airline B,503,Airport 4,Airport 5,10,6,12,Type C,0.18609,118.0,4.653021,0.025173,True,0,10
1468962,Airline A,427,Airport 1,Airport 2,1,1,9,Type A,0.224498,0.0,1.379404,0.679199,True,0,1
5402816,Airline A,479,Airport 1,Airport 2,16,2,9,Type A,0.603535,2.666667,0.262066,0.803392,True,0,16
2475810,Airline E,488,Airport 4,Airport 4,14,6,1,Type B,0.271633,23.0,1.442035,0.879782,False,0,14
8057079,Airline E,443,Airport 3,Airport 3,17,4,7,Type B,0.606297,62.0,4.917764,0.771883,True,0,17
4529847,Airline A,613,Airport 5,Airport 3,9,6,12,Type E,0.513747,102.6667,3.165287,0.926678,True,0,9
2859656,Airline A,458,Airport 4,Airport 3,5,7,11,Type C,0.144852,25.0,1.457024,0.985953,False,0,5
9851431,Airline E,473,Airport 5,Airport 4,20,5,3,Type D,0.73927,5.0,2.131728,0.744935,False,0,20
4290616,Airline E,476,Airport 2,Airport 2,15,4,11,Type C,0.803784,5.0,1.292374,0.867923,True,0,15
7220789,Airline D,569,Airport 2,Airport 5,4,3,9,Type C,0.963043,43.0,0.159021,0.673732,True,0,4
4287633,Airline A,525,Airport 1,Airport 2,11,4,8,Type A,0.495539,23.11111,2.305075,0.192305,False,0,11
2091806,Airline A,521,Airport 1,Airport 4,5,6,3,Type D,0.337735,23.0,1.662393,0.181702,False,0,5
9792306,Airline C,405,Airport 2,Airport 2,13,4,1,Type A,0.192263,18.0,4.192054,0.110259,True,0,13
2155410,Airline C,523,Airport 5,Airport 5,22,5,9,Type D,0.180865,25.33333,2.592785,0.942975,False,0,22
8190146,Airline E,574,Airport 2,Airport 4,15,7,10,Type A,0.321053,58.0,1.114473,0.672752,True,0,15
3177145,Airline A,465,Airport 1,Airport 2,6,6,1,Type A,1.081817,8.888889,2.004672,0.888648,True,0,6
3783910,Airline B,514,Airport 2,Airport 3,1,5,3,Type B,0.092259,7.0,2.085557,0.331157,False,0,1
4453903,Airline A,592,Airport 1,Airport 2,5,4,6,Type A,0.359366,29.33333,1.969323,0.517974,False,0,5
1797300,Airline A,419,Airport 1,Airport 2,8,5,6,Type A,0.185978,64.88889,2.093074,0.044752,True,0,8
795561,Airline C,421,Airport 4,Airport 2,6,4,11,Type A,0.273631,8.0,4.814928,0.889007,True,0,6
9267746,Airline A,487,Airport 1,Airport 2,1,2,10,Type A,0.192401,8.0,0.214536,0.959629,True,0,1
9619577,Airline A,578,Airport 5,Airport 2,18,4,4,Type E,0.508309,7.0,0.241932,0.784811,True,0,18
2127196,Airline C,201,Airport 2,Airport 2,7,1,2,Type A,0.438356,8.0,2.742125,0.058302,True,0,7
7948821,Airline A,480,Airport 2,Airport 2,10,5,10,Type A,0.17405,4.0,1.321205,0.17425,False,0,10
111731,Airline B,429,Airport 4,Airport 2,3,7,6,Type C,0.174808,27.0,2.345509,0.334171,True,0,3
4987015,Airline A,535,Airport 1,Airport 2,15,5,10,Type A,0.726109,8.0,0.181647,0.295946,True,0,15
6036154,Airline A,490,Airport 1,Airport 2,17,3,5,Type A,0.487121,24.88889,1.253973,0.943267,False,0,17
8327719,Airline C,614,Airport 3,Airport 2,12,7,6,Type C,0.056195,2.0,0.824278,0.194836,True,0,12
5781275,Airline E,564,Airport 1,Airport 4,4,7,7,Type C,0.920193,2.0,4.192939,0.532124,True,0,4
5454295,Airline D,477,Airport 4,Airport 4,1,3,11,Type B,0.404952,15.33333,3.797434,0.571381,True,0,1
6664421,Airline A,398,Airport 1,Airport 2,10,1,9,Type A,0.691048,18.66667,0.185184,0.478138,True,0,10
2852042,Airline B,534,Airport 3,Airport 3,0,5,12,Type C,0.885412,9.0,4.181752,0.240688,True,0,0
8421588,Airline D,470,Airport 2,Airport 2,12,7,12,Type B,0.402159,52.0,1.624792,0.960294,True,0,12
7898058,Airline C,479,Airport 2,Airport 3,4,5,7,Type E,0.82066,6.0,1.764299,0.413399,True,0,4
8503187,Airline D,383,Airport 1,Airport 3,17,7,4,Type D,0.914752,13.0,0.899018,0.72731,True,0,17
6476530,Airline A,515,Airport 3,Airport 3,13,3,10,Type A,0.174067,24.0,4.376521,0.184046,False,0,13
1442422,Airline A,449,Airport 1,Airport 2,12,3,5,Type A,0.992492,53.33333,1.011764,0.925663,True,0,12
8892274,Airline A,459,Airport 4,Airport 2,6,4,6,Type A,0.119832,16.0,0.244179,0.215892,True,0,6
199902,Airline A,138,Airport 1,Airport 2,7,6,9,Type A,0.375127,8.888889,2.415624,0.75972,True,0,7
5439088,Airline A,503,Airport 2,Airport 5,17,5,5,Type C,0.808211,25.0,1.279436,0.506496,True,0,17
5576447,Airline B,404,Airport 3,Airport 4,6,5,5,Type C,0.900685,11.0,4.680886,0.146557,True,0,6
8987115,Airline A,551,Airport 1,Airport 2,19,7,7,Type A,0.784139,32.88889,0.753096,0.028068,True,0,19
2389177,Airline A,507,Airport 1,Airport 2,16,4,2,Type A,0.204826,7.111111,2.278566,1.047092,False,0,16
5457769,Airline A,353,Airport 1,Airport 2,15,5,3,Type A,0.622992,45.33333,1.660549,0.141402,True,0,15
7572461,Airline E,489,Airport 3,Airport 5,10,7,12,Type E,0.572634,6.0,4.306417,0.704951,False,0,10
1659188,Airline C,521,Airport 1,Airport 5,18,1,2,Type A,0.28186,98.0,5.08059,0.652685,True,0,18
2134415,Airline C,708,Airport 4,Airport 4,0,3,10,Type C,0.991296,11.0,4.357418,0.34172,True,0,0
7426703,Airline A,559,Airport 4,Airport 5,20,3,10,Type C,0.335628,63.0,2.218326,0.185383,True,0,20
7182080,Airline B,370,Airport 3,Airport 2,7,6,12,Type B,0.210255,15.0,4.072517,0.178328,True,0,7
5231870,Airline B,694,Airport 4,Airport 2,0,3,2,Type B,0.110136,5.333333,3.758254,0.585328,False,0,0
5383700,Airline E,472,Airport 3,Airport 2,8,2,3,Type E,0.378501,7.0,0.308018,0.546921,True,0,8
2766058,Airline B,472,Airport 2,Airport 5,18,1,6,Type D,0.692619,37.33333,4.6488,0.875935,False,0,18
591246,Airline D,694,Airport 5,Airport 3,20,1,5,Type A,0.231417,7.333333,2.529805,0.640003,False,0,20
5004115,Airline B,437,Airport 2,Airport 3,8,4,11,Type D,0.769544,12.0,0.672253,0.819275,True,0,8
5891532,Airline A,484,Airport 1,Airport 2,20,2,5,Type A,0.235401,5.333333,1.063445,0.036465,True,0,20
7366133,Airline B,336,Airport 3,Airport 2,9,5,2,Type B,0.440468,64.66667,3.015706,0.670993,True,0,9
7379782,Airline D,496,Airport 2,Airport 3,23,6,2,Type B,0.702374,8.0,2.864731,0.233709,False,0,23
1776354,Airline A,484,Airport 1,Airport 5,22,1,12,Type B,0.135309,8.0,2.873968,0.252839,False,0,22
3976192,Airline E,460,Airport 1,Airport 2,10,2,1,Type D,0.597842,86.0,1.279196,0.720577,True,0,10
7260450,Airline A,515,Airport 1,Airport 2,0,2,3,Type A,0.798953,46.0,3.163512,0.793433,True,0,0
6512,Airline A,418,Airport 3,Airport 4,19,7,12,Type B,0.595549,8.0,4.537074,0.371735,True,0,19
5780605,Airline A,646,Airport 4,Airport 2,7,1,12,Type C,0.511464,60.0,2.143335,0.790077,True,0,7
642301,Airline C,501,Airport 3,Airport 3,19,7,11,Type A,0.8383,8.0,3.152901,0.443745,True,0,19
6867342,Airline C,423,Airport 4,Airport 3,11,4,7,Type C,0.98542,2.0,1.219935,0.857645,True,0,11
7098051,Airline A,360,Airport 2,Airport 5,0,2,11,Type A,0.181313,51.0,0.241405,0.024904,True,0,0
3160141,Airline E,504,Airport 5,Airport 5,9,3,5,Type B,0.691346,44.0,2.928657,0.083495,True,0,9
861304,Airline D,591,Airport 4,Airport 2,3,2,7,Type E,0.080658,10.0,0.437749,0.776352,True,0,3
8170126,Airline D,535,Airport 1,Airport 2,14,5,9,Type B,0.042841,1.333333,3.817923,0.62409,False,0,14
1118149,Airline B,698,Airport 3,Airport 4,18,1,6,Type D,0.280819,4.0,3.551763,0.55902,False,0,18
2455499,Airline E,700,Airport 2,Airport 2,5,5,2,Type D,0.97092,44.0,1.846625,0.613979,True,0,5
7345178,Airline C,372,Airport 1,Airport 2,4,4,1,Type A,0.552196,100.0,2.056451,0.930191,True,0,4
7087386,Airline A,350,Airport 2,Airport 2,4,6,1,Type D,0.268271,5.333333,4.588805,0.655537,True,0,4
8353460,Airline B,423,Airport 5,Airport 2,17,3,10,Type B,0.132586,51.0,0.065668,0.647476,True,0,17
2399091,Airline D,570,Airport 3,Airport 4,2,1,9,Type C,0.920183,4.666667,2.816517,0.759471,True,0,2
5500779,Airline C,539,Airport 3,Airport 2,21,2,6,Type B,0.362367,22.66667,4.816806,0.866621,False,0,21
312306,Airline A,601,Airport 1,Airport 2,1,3,6,Type A,0.406697,1.777778,2.484968,0.294652,False,0,1
5323612,Airline A,396,Airport 3,Airport 3,3,2,4,Type D,0.857963,17.33333,2.923279,0.616749,True,0,3
2960474,Airline A,322,Airport 1,Airport 2,17,4,12,Type A,0.704403,8.0,0.953075,0.656972,True,0,17
5810294,Airline A,440,Airport 1,Airport 2,8,6,2,Type A,0.268636,69.33333,0.247259,0.151706,True,0,8
2206444,Airline A,558,Airport 1,Airport 2,18,1,10,Type A,0.521511,8.888889,0.634461,0.585357,True,0,18
3951577,Airline A,516,Airport 5,Airport 4,9,4,3,Type C,0.928231,15.0,3.398367,0.069551,True,0,9
8443793,Airline A,624,Airport 1,Airport 2,21,4,3,Type A,1.001204,48.88889,0.041585,0.20808,True,0,21
2460033,Airline D,428,Airport 1,Airport 4,14,6,8,Type E,0.07011,11.33333,4.417428,0.912963,True,0,14
1926830,Airline C,599,Airport 1,Airport 2,0,4,6,Type A,0.268613,8.0,3.139672,0.119243,False,0,0
3346247,Airline A,439,Airport 1,Airport 2,10,4,7,Type A,0.254539,20.44444,0.112867,0.651281,True,0,10
4818162,Airline E,577,Airport 4,Airport 5,13,2,9,Type C,0.533812,54.0,1.198837,0.323481,True,0,13
5229008,Airline E,576,Airport 1,Airport 2,9,7,1,Type C,0.749983,11.33333,2.971005,0.555313,False,0,9
371044,Airline C,657,Airport 1,Airport 4,18,5,2,Type D,0.295543,4.0,0.378006,0.234974,True,0,18
5325156,Airline C,366,Airport 4,Airport 2,23,2,9,Type E,0.757996,14.0,3.899937,0.444379,True,0,23
9037926,Airline B,638,Airport 3,Airport 2,20,6,5,Type C,0.668716,61.33333,4.59961,0.867333,True,0,20
9136561,Airline D,544,Airport 1,Airport 5,15,3,4,Type D,0.728222,2.0,4.806102,0.376217,False,0,15
5929144,Airline A,506,Airport 2,Airport 2,7,6,1,Type E,0.948244,15.0,3.668296,0.353031,True,0,7
7373055,Airline A,486,Airport 1,Airport 2,1,6,9,Type A,0.524612,27.55556,2.142064,0.501883,False,0,1
6436011,Airline B,492,Airport 1,Airport 5,22,6,11,Type D,0.342568,2.0,3.053537,0.100493,False,0,22
8661718,Airline A,503,Airport 5,Airport 3,6,6,9,Type E,0.683847,12.0,2.292718,0.387347,False,0,6
2415397,Airline B,339,Airport 2,Airport 2,18,4,4,Type D,0.807557,84.0,3.565674,0.0069,True,0,18
8254738,Airline C,524,Airport 1,Airport 2,6,6,9,Type C,0.191445,0.0,1.320903,0.503397,False,0,6
5654305,Airline E,515,Airport 2,Airport 3,14,3,10,Type B,0.8468,41.0,0.548922,0.847941,True,0,14
4481237,Airline A,434,Airport 1,Airport 2,7,6,1,Type A,0.157852,48.88889,1.904627,0.621082,True,0,7
6275231,Airline A,503,Airport 3,Airport 2,13,2,5,Type C,0.006394,6.0,4.990934,0.607725,False,0,13
2653568,Airline A,610,Airport 2,Airport 2,0,4,1,Type C,0.158427,7.0,3.087397,0.030563,False,0,0
5364294,Airline A,438,Airport 3,Airport 3,12,2,4,Type E,0.978667,48.66667,2.412712,0.859515,True,0,12
3967735,Airline A,386,Airport 4,Airport 2,2,4,12,Type D,0.523565,43.0,2.672021,0.385004,True,0,2
4975980,Airline B,427,Airport 3,Airport 4,20,2,5,Type A,0.046567,2.0,2.392321,0.974853,True,0,20
1705624,Airline E,291,Airport 5,Airport 2,5,1,11,Type C,0.997176,7.0,2.211001,0.120465,True,0,5
1108154,Airline A,679,Airport 1,Airport 2,18,5,3,Type A,0.844911,17.18519,2.367589,1.062756,True,0,18
7540230,Airline C,416,Airport 4,Airport 2,14,5,2,Type A,0.838005,10.66667,2.398816,0.634291,True,0,14
5914873,Airline C,626,Airport 4,Airport 3,3,4,6,Type D,0.212941,21.0,0.605512,0.05234,True,0,3
1695985,Airline C,375,Airport 5,Airport 5,20,1,11,Type C,0.105449,60.0,3.827583,0.971699,True,0,20
7695254,Airline B,438,Airport 3,Airport 4,2,3,3,Type C,0.515085,16.0,1.957808,0.013873,False,0,2
6039182,Airline D,506,Airport 1,Airport 5,3,1,10,Type C,0.772176,42.66667,3.553468,0.7307,True,0,3
4116804,Airline E,564,Airport 3,Airport 5,4,7,1,Type A,0.637781,21.33333,2.897847,0.88953,True,0,4
7106010,Airline A,493,Airport 2,Airport 4,17,4,11,Type A,0.631059,3.0,3.5659,0.175812,False,0,17
3739673,Airline D,346,Airport 3,Airport 5,9,1,5,Type A,0.757096,40.0,0.30997,0.343357,True,0,9
6082971,Airline C,494,Airport 4,Airport 3,7,3,2,Type A,0.227021,22.0,0.169367,0.561229,True,0,7
4334211,Airline A,625,Airport 1,Airport 2,11,4,2,Type A,0.761519,6.222222,0.946354,0.764785,True,0,11
7647064,Airline E,532,Airport 3,Airport 5,21,5,4,Type B,0.392111,6.666667,3.665831,0.871876,False,0,21
9625908,Airline A,721,Airport 1,Airport 2,2,6,4,Type A,0.169753,21.33333,0.759206,0.856204,True,0,2
6118640,Airline A,517,Airport 1,Airport 2,17,1,4,Type A,0.302143,24.0,1.283502,0.408748,False,0,17
3255597,Airline E,601,Airport 2,Airport 2,22,5,7,Type E,0.794004,68.66667,4.904051,0.82172,True,0,22
2197602,Airline E,552,Airport 2,Airport 5,7,5,1,Type D,0.895931,57.0,1.074373,0.966077,True,0,7
2052502,Airline C,436,Airport 4,Airport 3,0,2,8,Type A,0.282822,6.0,4.239717,0.226986,False,0,0
8154769,Airline A,493,Airport 5,Airport 5,13,3,12,Type D,0.190361,44.0,4.127304,0.074096,True,0,13
39767,Airline D,611,Airport 1,Airport 4,21,7,10,Type D,0.026725,0.0,4.656761,0.42662,False,0,21
5744762,Airline A,465,Airport 1,Airport 2,22,6,9,Type A,1.047697,3.555556,2.287854,0.991572,True,0,22
7755775,Airline A,539,Airport 1,Airport 2,12,1,10,Type A,0.783855,5.333333,1.2683,0.169078,True,0,12
5415263,Airline E,437,Airport 1,Airport 2,11,5,6,Type D,0.95703,18.0,3.409669,0.885798,True,0,11
9117721,Airline C,592,Airport 1,Airport 3,2,5,4,Type C,0.863849,4.0,3.094455,0.992213,True,0,2
2112524,Airline B,508,Airport 5,Airport 2,17,7,6,Type A,0.340467,13.0,1.744743,0.054002,True,0,17
8447196,Airline A,586,Airport 3,Airport 5,20,3,10,Type B,0.112683,8.0,1.598938,0.495256,False,0,20
9765720,Airline E,624,Airport 2,Airport 5,12,6,7,Type C,0.499057,12.0,1.90785,0.328885,False,0,12
286849,Airline D,567,Airport 3,Airport 2,14,6,6,Type E,0.026814,85.0,1.292289,0.39368,True,0,14
2578145,Airline E,481,Airport 5,Airport 3,9,7,11,Type A,0.149917,178.0,3.786918,0.451635,True,0,9
2519799,Airline A,483,Airport 1,Airport 2,0,5,1,Type A,0.333433,20.14815,2.411432,0.832167,False,0,0
4803875,Airline E,289,Airport 3,Airport 3,5,5,5,Type D,0.665647,16.66667,4.338859,0.5913,True,0,5
